1,2
1,24
1,6
1,26
1,28
1,8
1,9
2,26
2,26
2,28
2,8
2,9
2,11
2,3
3,9
3,11
3,4
3,5
4,11
4,12
4,5
5,12
5,13
5,15
5,16
5,17
6,24
6,25
6,7
6,44
6,26
7,24
7,25
7,26
7,44
8,26
8,28
8,9
8,10
9,10
9,11
10,30
11,12
11,30
12,13
12,30
13,14
13,15
13,16
13,17
13,30
13,32
14,30
14,31
14,32
14,33
14,34
14,52
14,54
15,16
15,17
15,33
15,34
15,35
15,36
16,17
16,33
16,36
17,18
17,36
17,38
18,19
18,20
18,36
18,38
18,39
19,20
19,39
20,40
21,40
21,41
21,42
21,23
22,42
22,23
22,77
23,77
24,26
24,25
24,44
24,43
24,59
25,26
25,44
25,43
25,59
26,28
26,44
26,79
26,46
26,27
27,44
27,79
27,46
27,28
27,45
27,47
27,48
27,29
28,46
28,45
28,47
28,48
28,29
29,46
29,45
29,47
29,48
29,30
29,49
29,64
29,66
29,50
30,49
30,64
30,66
30,50
30,32
31,50
31,32
31,51
31,52
31,32
31,54
31,33
32,33
32,52
32,54
33,52
33,54
33,36
33,34
33,35
33,36
34,54
34,53
34,68
34,55
34,35
34,36
34,37
35,36
35,54
35,53
35,68
35,55
35,37
36,38
37,54
37,53
37,68
37,55
37,38
37,39
38,39
39,56
40,41
40,57
40,73
40,58
40,42
40,41
41,57
41,73
41,58
41,42
42,57
42,73
42,58
43,44
43,59
44,59
44,46
44,79
45,48
45,47
45,61
46,79
46,47
46,48
47,61
47,48
48,49
48,64
48,63
48,62
49,62
49,63
49,64
49,50
49,66
50,64
50,66
50,52
50,51
51,65
51,66
51,84
51,67
51,52
52,67
52,53
52,54
53,67
53,54
53,68
53,55
54,68
54,55
55,68
55,86
55,56
56,68
56,86
56,57
57,73
57,58
57,76
57,75
57,74
58,73
58,76
58,75
58,74
59,60
59,95
59,96
59,78
60,95
60,96
60,78
60,79
62,80
62,98
62,82
62,64
62,63
63,64
63,82
63,83
63,65
63,64
63,82
63,65
63,83
64,66
65,82
65,83
65,84
65,67
65,66
66,84
66,67
67,84
68,86
68,69
69,86
69,102
69,70
69,103
70,103
70,71
70,87
71,87
71,104
71,88
71,72
72,88
72,89
72,90
72,74
72,73
73,74
73,89
73,90
73,75
73,76
74,89
74,90
74,75
74,76
75,90
75,91
75,92
75,93
75,94
75,75
75,76
76,90
76,91
76,92
76,93
76,94
76,77
77,90
77,91
77,92
77,93
77,94
78,95
78,96
78,79
78,97
78,80
79,97
79,80
80,97
80,81
80,82
81,118
82,83
83,120
83,99
84,99
84,100
84,85
84,86
85,99
85,100
85,124
85,126
85,101
85,86
86,99
86,100
86,102
87,104
87,129
88,104
88,105
88,130
89,90
89,105
89,106
89,107
89,91
89,90
90,91
90,92
90,93
90,94
91,105
91,106
91,107
91,92
91,93
91,94
92,107
92,108
92,132
92,110
92,93
92,94
93,94
94,109
95,112
95,113
95,114
95,96
96,114
96,115
96,116
96,97
97,115
97,116
97,117
98,118
98,119
98,120
99,120
99,100
100,122
100,123
100,140
100,141
100,155
100,125
100,124
